TIMESTAMP,ROOM_ID,PERCENT_CLEANED
10/26/2017 09:34:29,Kitchen 521,5
05/25/2019 02:28:10,Mud Room 283,10
04/27/2015 06:29:31,Bonus Room 590,43
04/05/2019 20:25:40,Bar 1290,51
09/05/2015 22:35:52,Living Room 966,44
02/10/2015 18:50:11,Living Room 701,83
08/04/2016 08:39:43,Game Room 118,93
03/10/2016 13:01:10,Sun Room 587,65
05/08/2017 03:24:47,Panic Room 207,54
06/14/2018 09:04:46,Game Room 1233,24
04/05/2017 15:27:38,Guest Bedroom 990,4
03/16/2016 11:26:32,Powder Room 483,63
04/03/2016 10:53:23,Nook 1026,30
03/16/2016 21:48:14,Basement 1398,68
11/09/2017 22:55:47,Living Room 794,57
08/27/2015 10:17:19,Hallway 115,29
01/24/2017 02:30:22,Panic Room 422,98
04/19/2015 15:07:23,Bathroom 274,30
03/17/2018 02:18:29,Exercise Room 1108,21
07/07/2019 09:14:19,Living Room 744,74
02/26/2016 01:51:16,Den 1274,42
04/24/2019 16:21:33,Bar 1307,26
09/24/2017 21:50:57,Hallway 1061,43
06/17/2017 02:01:48,Spare Room 275,56
04/19/2015 03:24:59,Closet 1322,18
10/29/2015 19:45:30,Storage 749,34
11/01/2016 17:50:33,Keeping Room 193,89
08/25/2016 03:28:42,Pantry 793,75
01/29/2018 09:03:55,Walk-in Closet 425,99
10/04/2016 01:35:52,Closet 727,80
09/20/2017 08:40:25,Garage 1068,20
03/10/2018 10:27:50,Panic Room 1306,84
05/16/2016 14:33:22,Breakfast Area 313,83
08/28/2015 16:07:00,Conservatory 184,88
01/21/2017 21:45:55,Bonus Room 28,90
11/02/2019 15:08:48,Conservatory 880,82
07/04/2016 18:18:27,Garage 303,53
07/22/2015 03:20:08,Mud Room 662,48
06/07/2019 22:42:59,Loft 229,25
09/12/2018 08:46:23,Foyer 151,44
01/14/2016 10:26:00,Den 840,10
07/22/2019 18:41:24,Walk-in Closet 210,74
08/25/2019 11:16:39,Wine Cellar 512,91
09/27/2016 20:58:15,Guest Bedroom 740,8
05/23/2018 23:26:41,Mud Room 261,6
05/28/2019 04:34:19,Guest Bedroom 1149,67
05/25/2018 20:10:37,Library 528,22
06/22/2019 04:52:43,Spare Room 1014,48
08/12/2017 20:10:56,Utility Room 1320,6
07/19/2018 20:39:31,Nursery 906,89
06/02/2019 20:24:21,Library 1200,61
02/16/2016 23:11:03,Theater 487,39
03/04/2016 16:28:42,Game Room 399,2
08/28/2015 10:45:05,Sun Room 875,89
02/27/2019 15:08:08,Library 150,83
07/29/2016 23:46:46,Spare Room 940,50
04/16/2016 15:40:56,Dining Room 25,18
05/10/2018 01:22:32,Powder Room 813,9
01/08/2019 16:15:20,Laundry Room 789,43
02/24/2016 14:21:54,Living Room 2,16
10/01/2017 21:45:08,Nursery 1283,13
05/15/2015 17:09:52,Walk-in Closet 559,20
03/31/2019 07:55:28,Mud Room 1082,49
03/02/2019 00:40:29,Living Room 1290,26
03/12/2019 00:59:09,Nursery 986,33
08/07/2019 10:51:57,Hallway 371,22
01/10/2018 09:31:33,Conservatory 472,20
04/19/2015 01:24:59,Dining Room 475,63
04/29/2019 17:58:36,Conservatory 1363,69
01/12/2019 21:38:13,Conservatory 847,17
05/24/2017 15:53:31,Guest Bedroom 700,42
04/15/2018 08:06:53,Closet 1377,67
09/13/2017 13:46:48,Nursery 1302,82
10/02/2016 00:35:00,Secret Room 291,30
06/27/2017 18:11:20,Theater 347,47
02/10/2017 08:52:43,Ballroom 1425,68
07/04/2019 22:57:35,Hallway 520,98
03/10/2017 15:30:54,Library 985,54
02/16/2019 13:16:55,Mud Room 1270,81
03/29/2015 09:41:31,Bar 181,82
07/24/2018 05:47:16,Game Room 280,79
08/04/2019 16:02:25,Secret Room 228,52
08/18/2016 01:26:57,Keeping Room 1158,50
11/15/2015 07:38:27,Bedroom 1355,24
01/19/2017 11:14:49,Office 1338,74
05/25/2018 00:53:30,Utility Room 689,57
05/23/2017 02:23:01,Panic Room 324,7
11/08/2015 18:20:27,Walk-in Closet 512,64
10/01/2015 20:21:10,Loft 165,38
11/04/2019 14:37:43,Theater 929,73
06/29/2016 00:15:05,Linen Closet 1246,83
10/02/2018 08:12:58,Pantry 250,72
07/08/2015 23:46:10,Bathroom 435,80
08/28/2015 16:45:47,Laundry Room 1331,39
04/22/2017 03:59:36,Breakfast Area 565,89
10/02/2016 11:09:59,Music Room 95,66
07/27/2018 10:56:01,Linen Closet 931,55
03/10/2016 13:32:33,Den 1096,12
01/19/2016 05:14:03,Music Room 1319,2
11/03/2015 10:31:30,Spare Room 821,89
09/11/2017 22:51:42,Keeping Room 1101,26
06/24/2018 02:31:42,Bonus Room 1199,10
01/08/2017 21:25:50,Foyer 282,14
06/18/2016 18:19:38,Office 957,10
08/04/2015 02:41:08,Guest Bathroom 1257,93
01/02/2017 11:10:31,Living Room 688,68
03/10/2018 03:37:19,Nursery 1240,43
03/04/2019 13:46:03,Music Room 362,7
05/10/2015 12:00:43,Entryway 1064,8
08/17/2015 10:23:48,Utility Room 757,57
06/06/2017 18:30:17,Foyer 213,3
10/26/2016 16:47:29,Foyer 718,48
10/29/2019 21:45:37,Library 1412,95
05/15/2018 10:01:01,Hallway 374,89
07/02/2015 15:51:33,Walkway 1002,62
01/18/2016 06:32:46,Attic 810,64
11/13/2018 00:18:41,Game Room 374,69
08/17/2017 04:44:30,Game Room 165,93
08/11/2019 06:54:31,Music Room 1277,98
10/25/2018 17:35:58,Powder Room 1197,94
06/16/2016 10:54:07,Conservatory 1025,6
10/29/2019 18:51:43,Nook 1148,44
06/07/2015 08:02:43,Mud Room 82,43
02/06/2018 04:21:21,Nook 1366,72
06/23/2016 03:43:39,Storage 163,39
01/25/2017 01:03:55,Breakfast Area 184,58
10/18/2015 14:06:38,Guest Bathroom 1119,9
02/17/2016 03:03:11,Sun Room 838,70
09/22/2017 00:15:35,Sun Room 480,63
08/11/2017 07:05:34,Nook 1264,68
09/01/2015 09:14:00,Nursery 1235,63
08/26/2016 23:31:05,Basement 732,72
09/06/2015 04:28:05,Den 1014,44
08/07/2018 00:04:11,Bar 644,10
05/21/2019 07:55:08,Attic 301,73
11/02/2019 23:26:03,Library 299,39
10/17/2019 08:20:01,Study 183,67
08/13/2015 03:19:27,Parlor 338,66
09/10/2016 19:12:40,Garage 537,23
10/11/2017 17:38:05,Powder Room 787,86
06/11/2018 03:58:40,Theater 545,65
06/11/2016 11:01:18,Dining Room 19,52
01/05/2019 05:57:02,Nursery 712,69
09/30/2018 20:24:28,Garage 1254,69
03/20/2019 00:19:59,Powder Room 762,73
02/09/2018 17:06:12,Study 1265,66
09/09/2019 01:23:24,Storage 971,45
01/20/2015 14:17:07,Guest Bathroom 587,68
09/26/2019 22:19:51,Exercise Room 1222,50
03/18/2017 23:18:11,Nook 638,23
06/28/2019 02:17:28,Den 571,83
08/08/2018 18:31:26,Hallway 1247,11
03/13/2017 00:22:04,Breakfast Area 807,46
02/05/2018 05:56:43,Panic Room 1271,44
02/12/2018 16:11:59,Panic Room 1038,96
09/02/2019 03:45:10,Garage 1094,57
07/10/2017 13:25:47,Garage 1147,46
10/23/2017 18:34:13,Closet 802,62
07/02/2015 01:16:14,Laundry Room 1057,42
11/22/2019 16:53:44,Storage 1125,25
06/06/2018 13:57:24,Mud Room 1181,37
09/01/2017 17:52:14,Sun Room 470,73
06/19/2015 07:35:21,Kitchen 369,43
04/26/2015 12:45:24,Spare Room 776,37
08/05/2016 11:22:20,Theater 506,31
08/31/2015 13:59:38,Music Room 1065,53
03/04/2015 18:12:40,Walkway 142,100
06/10/2016 18:23:08,Foyer 59,32
03/04/2017 22:31:15,Wine Cellar 462,23
03/27/2019 02:26:32,Attic 207,49
10/22/2019 04:08:01,Storage 264,21
07/08/2015 17:42:07,Pantry 745,59
07/12/2018 14:22:40,Spare Room 31,18
07/03/2017 11:30:36,Guest Bathroom 991,96
09/20/2015 16:23:35,Powder Room 790,7
11/25/2018 05:27:40,Wine Cellar 1011,12
01/29/2015 02:11:08,Walkway 339,12
09/04/2016 17:15:22,Kitchen 1285,58
03/27/2019 15:31:38,Bonus Room 1105,24
09/28/2017 07:10:37,Study 867,36
02/17/2019 06:24:23,Panic Room 673,100
10/10/2019 04:21:00,Den 222,35
01/08/2018 11:40:37,Panic Room 700,49
02/23/2017 10:48:41,Keeping Room 859,70
07/31/2018 23:52:37,Loft 34,84
10/02/2017 04:40:09,Garage 1286,60
07/28/2015 14:08:44,Living Room 1230,5
04/21/2015 05:20:17,Parlor 1150,11
01/13/2016 14:47:41,Bedroom 755,30
04/26/2019 21:16:25,Dining Room 144,19
04/01/2016 15:36:52,Living Room 562,59
03/19/2019 00:00:51,Theater 1245,7
10/16/2015 23:14:29,Panic Room 232,86
11/15/2018 23:32:06,Dining Room 1091,28
04/04/2018 18:39:47,Hallway 227,34
11/24/2018 19:47:52,Bedroom 471,27
06/26/2017 06:01:05,Laundry Room 1042,82
07/31/2015 15:45:29,Living Room 191,63
01/03/2016 17:21:32,Spare Room 300,68
11/26/2016 02:15:34,Closet 1051,97
04/24/2018 05:56:01,Dining Room 961,89
04/16/2017 01:04:59,Loft 959,7
08/22/2019 16:30:22,Utility Room 939,67
04/12/2015 08:55:35,Exercise Room 931,95
01/04/2015 10:14:37,Loft 656,58
10/06/2018 11:18:51,Loft 67,10
06/01/2015 22:08:27,Utility Room 74,28
06/28/2016 07:59:56,Bonus Room 28,86
02/22/2016 09:46:20,Music Room 380,67
11/08/2018 04:09:56,Spare Room 152,23
10/04/2017 15:51:24,Music Room 833,84
11/09/2018 21:45:01,Keeping Room 122,72
03/23/2015 06:17:13,Game Room 724,34
02/03/2016 11:46:12,Study 1148,79
04/07/2019 02:13:35,Foyer 1081,76
05/14/2016 06:48:15,Den 909,73
03/05/2019 10:21:59,Game Room 319,72
07/01/2018 20:42:55,Keeping Room 647,36
06/29/2016 21:54:29,Breakfast Area 699,42
02/27/2015 10:22:36,Storage 747,57
05/26/2019 03:11:35,Basement 1320,45
01/03/2016 13:39:14,Mud Room 80,79
01/09/2016 08:02:14,Exercise Room 652,27
06/18/2015 11:32:17,Ballroom 632,16
11/14/2017 03:15:41,Linen Closet 245,49
02/18/2019 01:21:13,Powder Room 669,73
06/29/2017 13:42:28,Basement 267,49
09/14/2019 00:02:59,Library 1117,80
07/12/2016 05:22:46,Utility Room 594,79
02/23/2019 20:55:30,Den 346,46
07/01/2015 22:53:11,Study 1026,89
07/02/2019 15:45:41,Den 1345,65
04/07/2016 16:23:05,Breakfast Area 980,15
08/31/2016 12:58:06,Dining Room 688,81
09/15/2016 16:52:41,Garage 439,93
03/26/2016 04:04:36,Mud Room 247,9
10/29/2018 18:21:32,Parlor 7,20
04/18/2015 17:56:13,Kitchen 188,7
02/13/2016 21:16:55,Utility Room 568,93
05/19/2016 12:00:46,Theater 485,82
01/10/2016 04:57:00,Library 664,51
02/15/2019 14:55:05,Office 235,20
11/22/2016 23:02:07,Sun Room 398,36
01/15/2017 12:00:23,Garage 266,87
06/05/2015 20:15:53,Sun Room 750,84
01/02/2019 18:53:31,Spare Room 561,26
06/29/2018 12:37:29,Storage 768,32
09/03/2018 23:26:11,Nursery 379,50
06/28/2017 19:32:22,Storage 78,96
04/11/2017 20:25:44,Office 590,3
04/13/2019 00:29:20,Basement 286,11
01/25/2016 18:00:13,Music Room 1009,98
11/23/2015 22:23:34,Laundry Room 1054,40
03/11/2017 08:28:27,Utility Room 674,11
11/03/2019 09:44:46,Theater 320,47
11/27/2015 10:10:30,Entryway 876,22
08/13/2015 15:05:00,Hallway 578,40
05/24/2017 18:09:47,Pantry 523,20
07/01/2018 03:01:05,Entryway 681,76
04/13/2017 01:03:26,Bathroom 1139,82
03/10/2016 18:53:59,Linen Closet 383,65
10/16/2019 22:21:10,Wine Cellar 427,57
09/20/2017 00:20:07,Bar 188,63
02/15/2017 06:36:45,Living Room 117,53
10/16/2017 11:59:15,Library 1102,64
07/19/2016 20:20:09,Nursery 1400,76
06/29/2015 07:18:18,Guest Bathroom 1069,65
09/01/2017 18:30:16,Wine Cellar 250,40
04/10/2019 11:13:26,Bedroom 749,55
05/09/2017 08:00:15,Nook 1361,75
08/30/2019 04:15:14,Den 1244,35
07/07/2015 09:51:41,Garage 703,76
06/12/2015 17:58:48,Dining Room 953,20
07/26/2016 10:32:26,Keeping Room 1333,94
09/13/2016 06:13:56,Kitchen 446,73
01/29/2015 15:08:50,Living Room 664,52
10/21/2017 22:12:06,Secret Room 1029,31
04/08/2016 22:01:17,Sun Room 598,14
06/20/2015 06:53:47,Utility Room 1356,19
02/26/2019 22:59:54,Hallway 452,78
03/17/2018 07:46:02,Hallway 1089,36
05/28/2017 07:05:37,Powder Room 1331,74
07/28/2018 02:17:36,Hallway 14,19
08/19/2019 02:05:40,Bedroom 1112,46
04/25/2017 07:45:06,Ballroom 782,100
07/25/2015 10:01:43,Entryway 1355,66
08/05/2017 12:32:52,Entryway 1355,97
04/27/2017 10:52:43,Powder Room 431,32
09/12/2019 13:55:13,Wine Cellar 286,3
09/11/2018 02:08:57,Pantry 350,4
04/14/2017 04:45:19,Spare Room 575,68
03/10/2019 20:29:14,Attic 1181,37
06/25/2018 15:30:52,Library 822,69
11/22/2016 05:42:14,Kitchen 782,20
10/06/2016 05:34:36,Loft 519,94
08/08/2019 01:49:02,Bonus Room 54,77
07/12/2019 10:08:52,Storage 322,4
08/20/2017 01:43:56,Hallway 368,77
05/28/2018 19:42:40,Conservatory 215,19
06/09/2019 10:17:52,Closet 1286,58
10/21/2019 12:02:25,Library 337,10
08/17/2015 07:48:36,Bathroom 445,80
05/02/2018 05:24:48,Wine Cellar 139,75
11/10/2017 10:16:47,Bedroom 1004,84
11/30/2018 15:57:10,Wine Cellar 634,48
06/05/2015 10:09:11,Conservatory 487,95
05/31/2019 02:43:08,Parlor 806,49
01/18/2015 15:44:38,Pantry 710,16
01/13/2016 20:06:49,Bonus Room 941,41
09/08/2019 04:55:05,Laundry Room 216,5
10/29/2017 18:29:15,Game Room 323,91
06/03/2015 17:47:22,Study 1167,35
08/18/2015 17:43:32,Kitchen 90,88
05/02/2016 23:52:34,Sun Room 716,35
09/15/2019 21:18:41,Ballroom 260,6
06/21/2015 06:07:53,Theater 808,39
05/11/2018 22:23:19,Parlor 326,91
05/19/2016 21:39:04,Music Room 667,1
09/26/2018 00:48:19,Wine Cellar 258,24
02/02/2019 07:55:31,Pantry 510,36
10/11/2017 07:40:42,Theater 183,56
02/12/2019 00:07:15,Ballroom 1028,38
06/05/2016 18:35:27,Breakfast Area 1104,92
06/06/2015 15:09:05,Secret Room 375,65
04/02/2017 18:07:13,Keeping Room 1044,39
09/07/2019 20:12:49,Game Room 154,11
04/21/2018 02:08:31,Laundry Room 342,97
08/24/2015 14:31:11,Linen Closet 1037,1
04/06/2015 10:09:22,Loft 895,29
03/12/2017 16:41:25,Hallway 1096,88
02/28/2018 21:50:04,Powder Room 568,60
03/12/2017 18:11:55,Guest Bedroom 725,49
01/04/2015 17:58:53,Panic Room 917,16
05/11/2015 16:05:41,Walkway 1065,28
05/17/2019 23:24:47,Game Room 1176,51
08/26/2015 17:00:32,Nook 566,53
02/11/2017 14:41:17,Linen Closet 736,6
06/03/2019 17:18:05,Breakfast Area 802,83
04/11/2017 01:18:37,Attic 343,69
10/03/2016 01:49:00,Nook 7,31
10/01/2015 17:16:02,Wine Cellar 261,9
05/18/2018 11:48:03,Secret Room 721,55
03/24/2016 16:03:03,Exercise Room 277,87
07/19/2016 06:50:53,Bar 189,27
04/09/2017 04:19:24,Garage 933,93
10/14/2017 19:24:26,Conservatory 900,21
11/29/2019 03:04:56,Sun Room 565,73
09/24/2016 06:21:46,Secret Room 1033,34
03/01/2019 05:52:35,Living Room 183,63
09/06/2015 17:00:36,Conservatory 1388,78
10/20/2016 11:03:10,Closet 246,70
07/14/2019 06:00:25,Music Room 830,26
02/18/2018 13:15:06,Study 1188,6
03/05/2017 16:18:23,Secret Room 406,7
09/09/2018 02:11:43,Guest Bathroom 19,41
09/18/2019 11:08:37,Dining Room 463,14
07/29/2015 09:11:42,Walkway 615,4
01/06/2016 02:46:12,Conservatory 1408,21
06/25/2019 12:08:41,Exercise Room 176,7
05/15/2015 12:26:29,Spare Room 814,95
11/12/2016 23:03:58,Den 316,61
02/12/2017 10:31:26,Theater 374,50
10/02/2019 23:28:07,Hallway 172,97
11/03/2018 11:19:44,Panic Room 155,80
09/13/2018 00:45:19,Foyer 295,67
07/27/2019 16:41:59,Library 676,2
04/20/2018 14:05:37,Entryway 1204,99
07/09/2015 04:16:12,Bedroom 151,69
04/04/2017 04:22:47,Keeping Room 153,90
07/09/2018 10:05:52,Mud Room 187,53
06/06/2017 03:52:01,Office 293,54
10/08/2016 19:14:21,Living Room 792,90
11/16/2018 15:29:32,Ballroom 1124,30
02/23/2015 08:24:04,Sun Room 196,76
10/14/2018 12:50:47,Conservatory 307,39
02/05/2017 20:01:54,Exercise Room 437,99
04/10/2016 09:47:48,Walkway 335,99
11/23/2015 23:44:52,Wine Cellar 822,86
07/07/2016 08:24:09,Panic Room 740,21
06/12/2016 11:56:29,Guest Bathroom 288,69
02/19/2016 22:18:17,Panic Room 32,22
11/11/2015 06:35:15,Library 376,90
11/16/2017 19:22:18,Mud Room 963,99
10/05/2015 04:02:57,Foyer 1364,89
02/18/2016 13:40:59,Study 692,46
06/19/2019 04:11:08,Secret Room 1262,78
02/16/2016 05:49:07,Bonus Room 381,51
09/15/2015 15:49:36,Library 68,17
09/11/2015 17:53:45,Entryway 1011,51
08/14/2019 00:53:14,Attic 296,65
09/02/2019 12:47:35,Attic 891,98
11/25/2015 09:00:39,Nook 32,55
05/31/2017 02:23:42,Walkway 393,73
07/10/2017 00:14:58,Powder Room 1197,49
05/02/2019 03:09:53,Dining Room 872,63
05/09/2019 08:04:24,Conservatory 187,47
06/15/2017 21:06:04,Office 150,7
03/08/2018 02:35:40,Guest Bathroom 589,84
01/14/2018 16:48:56,Dining Room 1248,100
10/07/2019 15:00:44,Nook 398,71
07/19/2018 05:46:47,Den 1126,40
07/01/2016 02:42:41,Foyer 949,60
05/29/2016 21:18:04,Exercise Room 798,40
05/22/2015 13:27:06,Dining Room 848,67
03/19/2019 04:37:02,Den 535,31
06/01/2017 15:43:35,Hallway 1067,37
06/29/2017 18:43:51,Wine Cellar 987,84
07/11/2018 23:14:52,Ballroom 893,59
05/25/2017 14:58:57,Nook 907,81
07/30/2019 16:18:28,Bonus Room 37,64
02/28/2015 02:50:08,Study 1129,49
11/07/2015 18:53:58,Foyer 1400,66
07/11/2017 02:54:09,Pantry 10,45
08/04/2017 08:23:37,Foyer 748,94
04/12/2019 04:00:38,Exercise Room 97,45
07/16/2016 01:40:45,Guest Bathroom 107,3
09/29/2015 02:45:11,Nook 74,68
01/04/2016 20:06:24,Guest Bedroom 1131,2
02/26/2018 08:57:53,Mud Room 962,72
06/28/2015 08:45:32,Mud Room 719,38
11/15/2016 02:47:14,Wine Cellar 1052,50
06/29/2015 01:39:10,Bathroom 1084,92
01/24/2017 23:11:07,Hallway 740,23
07/31/2019 08:54:25,Bar 1353,27
07/19/2018 05:49:53,Theater 220,42
08/10/2019 01:13:45,Linen Closet 159,13
04/08/2019 00:10:47,Bonus Room 45,84
05/28/2015 08:38:15,Breakfast Area 278,3
02/18/2019 00:01:44,Powder Room 891,41
02/24/2016 08:53:19,Mud Room 661,18
10/28/2015 07:35:34,Bedroom 661,81
06/04/2019 05:34:19,Study 1259,11
08/10/2016 13:09:44,Walk-in Closet 714,23
07/17/2019 21:17:59,Wine Cellar 559,78
08/22/2015 23:23:05,Parlor 344,44
09/15/2019 17:28:06,Linen Closet 893,41
07/18/2016 22:06:09,Living Room 99,59
03/28/2018 05:02:37,Entryway 1178,17
03/22/2018 19:44:42,Study 1085,11
03/13/2018 15:44:54,Living Room 660,55
03/22/2015 10:18:28,Theater 429,12
09/28/2015 11:04:07,Bar 1172,6
01/12/2017 15:10:00,Music Room 1201,37
04/16/2017 13:26:43,Breakfast Area 429,74
01/23/2015 22:52:09,Panic Room 346,76
01/09/2017 17:52:37,Bar 1236,26
01/09/2015 01:29:15,Loft 1210,15
11/05/2017 10:39:44,Dining Room 742,52
01/22/2015 06:21:30,Nursery 240,1
01/20/2018 21:39:56,Breakfast Area 1106,47
08/12/2016 10:21:21,Laundry Room 1152,99
03/24/2015 18:15:13,Nook 332,61
08/13/2015 23:14:00,Secret Room 132,92
07/09/2019 18:11:01,Game Room 604,31
02/10/2016 20:28:38,Nursery 146,50
02/06/2016 11:36:16,Bar 317,53
10/31/2019 16:40:03,Office 564,77
03/25/2017 00:29:17,Basement 856,86
03/18/2016 06:44:34,Music Room 498,84
04/16/2019 23:08:54,Breakfast Area 104,93
01/22/2015 00:22:02,Dining Room 634,91
08/24/2016 13:52:23,Den 1002,32
04/19/2015 15:56:00,Garage 729,43
10/13/2017 11:58:46,Walk-in Closet 1384,7
08/03/2015 16:54:42,Utility Room 1107,62
02/19/2018 11:08:24,Kitchen 200,31
09/30/2016 05:52:03,Entryway 1178,24
02/04/2019 08:05:27,Keeping Room 439,71
11/06/2019 04:32:46,Bar 599,24
07/22/2019 00:05:43,Keeping Room 280,74
01/05/2018 18:14:16,Powder Room 1058,50
07/10/2018 12:18:26,Panic Room 108,82
07/22/2018 17:56:55,Basement 532,2
05/01/2016 20:44:31,Study 698,41
05/03/2019 13:45:27,Breakfast Area 1228,55
04/17/2019 02:23:42,Music Room 1203,23
03/28/2015 16:47:52,Entryway 373,21
10/15/2015 01:59:14,Attic 934,98
01/31/2016 22:47:15,Parlor 206,25
11/22/2016 03:46:53,Bar 870,20
09/25/2018 20:36:59,Nursery 557,89
09/18/2018 00:27:38,Hallway 736,42
01/07/2018 03:12:48,Closet 589,61
07/06/2019 09:56:03,Attic 853,72
06/07/2016 21:41:13,Bar 220,53
10/13/2018 23:27:01,Panic Room 1331,12
06/21/2017 01:01:56,Keeping Room 412,41
08/14/2016 20:02:32,Living Room 22,28
06/23/2016 15:52:52,Nursery 357,58
02/25/2015 12:01:43,Linen Closet 743,37
08/14/2017 19:05:11,Panic Room 267,79
01/10/2016 14:13:25,Game Room 464,29
01/24/2017 17:56:36,Parlor 469,96
04/29/2015 10:05:27,Guest Bedroom 275,27
05/15/2015 15:27:49,Music Room 109,94
02/04/2017 20:49:43,Entryway 318,84
02/12/2019 05:52:52,Laundry Room 1201,47
09/22/2017 16:33:58,Kitchen 525,34
01/28/2015 07:51:04,Music Room 1338,15
11/28/2018 19:46:32,Basement 713,49
04/10/2018 21:41:51,Storage 155,23
05/15/2019 22:09:54,Garage 181,73
04/27/2019 12:18:49,Ballroom 1181,68
04/24/2019 00:23:32,Linen Closet 810,83
11/10/2018 12:07:01,Conservatory 355,78
06/18/2019 09:20:21,Wine Cellar 487,26
07/17/2017 06:58:08,Foyer 264,87
04/06/2015 03:11:29,Hallway 521,70
05/16/2019 03:28:04,Attic 241,94
05/09/2016 09:37:00,Guest Bathroom 1175,91
03/30/2015 09:44:00,Parlor 223,14
10/19/2019 21:56:08,Hallway 376,12
10/06/2015 15:38:27,Bedroom 1216,5
08/19/2019 15:37:10,Attic 65,13
04/09/2018 12:35:01,Garage 1128,37
06/08/2015 14:51:40,Guest Bathroom 1379,33
11/30/2015 06:44:32,Closet 294,37
05/26/2016 15:47:36,Linen Closet 1224,51
01/06/2016 19:25:39,Closet 864,15
08/19/2017 22:06:37,Den 228,43
08/23/2018 20:44:54,Garage 1261,84
06/10/2017 19:42:32,Loft 578,43
06/09/2019 23:59:25,Mud Room 1227,63
09/09/2017 14:42:42,Storage 1398,76
10/25/2019 01:56:05,Spare Room 438,20
04/19/2017 18:50:54,Bonus Room 1359,72
01/28/2016 18:11:45,Wine Cellar 1423,4
01/10/2016 06:07:22,Pantry 528,46
07/14/2019 22:49:08,Laundry Room 1222,12
10/12/2018 02:57:19,Closet 457,48
01/28/2017 02:01:00,Parlor 197,78
01/31/2019 14:46:23,Music Room 1055,54
11/03/2018 05:34:46,Guest Bedroom 980,97
06/16/2019 12:23:55,Storage 1230,89
11/07/2016 17:45:02,Storage 1362,21
11/08/2017 20:21:51,Sun Room 190,3
02/24/2018 03:00:20,Laundry Room 955,81
08/29/2019 18:41:45,Dining Room 1147,13
05/27/2017 14:36:49,Powder Room 899,76
08/24/2019 02:59:59,Bar 322,11
07/06/2017 01:17:37,Wine Cellar 379,31
03/12/2017 21:41:44,Attic 1275,70
10/23/2019 00:05:09,Nook 33,76
04/16/2017 16:16:46,Nook 1070,99
07/20/2016 10:58:48,Walkway 370,97
03/19/2018 10:48:29,Garage 1282,94
02/18/2016 14:43:22,Living Room 852,47
10/20/2019 06:47:52,Attic 1176,12
11/14/2015 19:38:19,Sun Room 1180,52
09/26/2019 17:33:06,Guest Bathroom 335,31
05/29/2016 10:22:54,Linen Closet 132,32
10/11/2018 11:17:11,Loft 1324,90
11/28/2016 04:15:00,Walkway 356,13
02/27/2015 23:28:34,Keeping Room 253,79
06/22/2015 16:20:09,Spare Room 1123,47
05/19/2019 13:25:25,Garage 1279,61
03/14/2019 04:42:07,Attic 376,48
08/29/2018 11:46:50,Attic 136,37
